id;Type of study;Gender;Age;Study Year;Finance;Housing;Sport;Age of first glass;Age drunk for the first time;have you ever drink alcool;Which kind of alcool do you drink most often;Frequency;When you drink, how many glasses;how often;when: family events;when:students party;when:bar-disco;when:home;when:sport or culture events;when:outside(beach, etc…);withwho:Alone;withwho:friends;withwho:family;why:fun pleasure;why:todo like everybody;why:for the effects;why:to get confidence;why:because i need it;due to alcool: Have you ever forgotten a part of your party;due to alcool: fallen, vomit, ethylic coma ;due to alcool: have non-protected sexual intercourse;due to alcool: being harrassed or stolen;due to alcool: have a car accident;after having drink: drive a car;due to alcool:been admitted to an ER;Do you agree: One cannot get drunk with cider;Do you agree: Drinking Champagne is safe;Do you agree: No danger in being drunk once a week;Do you agree: we have more fun without alcool;Study level;Frequency of being drunk;Frequency Alcool consumption;origin
1183;Social Sciences;Female;25;5;Good;Appartement seul;Yes;17;;Yes;Champagne;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;Master;once a month or -;4/month or -;Bretagne
1184;Social Sciences;Male;20;3;Good;Appartement en couple;No;16;18;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;Yes;;No;Yes;Yes;No;Yes;No;No;No;Licence;once a month or -;4/month or -;France hors Bretagne
1185;;Female;23;3;Good;Appartement seul;No;16;20;Yes;Vin;2 a 4 fois par mois;16;2 a 4 fois par mois;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;France hors Bretagne
1186;;Male;22;4;Average;Appartement seul;Yes;;15;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;Bretagne
1187;Arts and communication;;23;3;Good;Colocation;Yes;13;15;Yes;Vin;1 fois par month or moins;0;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1188;Pharmacy;Female;21;3;Good;Appartement seul;No;15;17;Yes;Wine;2 to 4 times per month;3;1 time per month or less;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;;Licence;once a month or -;4/month or -;Brittany
1189;Medical school;Female;19;1;Good;Domicile parental;No;16;16;Yes;;1 fois par month or moins;0;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;No;Licence;once a month or -;4/month or -;Bretagne
1190;Arts and communication;Female;18;1;Good;Domicile parental;No;8;16;Yes;Beer;2 to 4 times per month;0;1 time per month or less;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Brittany
1191;Human sciences;Female;25;4;Bad;Domicile parental;No;17;18;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;5;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;Master;once a month or -;4/month or -;Bretagne
1192;Pharmacy;Male;20;2;Good;Appartement seul;No;10;16;Yes;Vin;2 a 3 fois par semaine;8;2 a 4 fois par mois;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
1193;Arts and communication;Female;20;2;Good;Appartement seul;No;14;14;Yes;Biere;2 a 3 fois par semaine;7;2 a 3 fois par semaine;Yes;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;Licence;15 days or +;2/week or +;France hors Bretagne
1194;Pharmacy;Female;23;3;Good;Appartement seul;No;16;18;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
1195;Arts and communication;Female;22;4;Good;Appartement en couple;Yes;17;20;Yes;Biere;2 a 4 fois par mois;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;France hors Bretagne
1196;Human sciences;Female;21;3;Average;Appartement seul;No;16;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Licence;;;France hors Bretagne
1197;Arts and communication;Female;22;4;Average;Colocation;No;13;15;Yes;Biere;2 a 3 fois par semaine;9;2 a 4 fois par mois;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Yes;ne se proNoce pas;Master;15 days or +;2/week or +;France hors Bretagne
1198;Human sciences;Female;19;1;Good;Domicile parental;Yes;17;17;Yes;Vin;2 a 3 fois par semaine;6;1 fois par month or moins;No;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;2/week or +;Bretagne
1199;Arts and communication;Male;19;1;Good;Appartement seul;Yes;10;18;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;0;2 a 4 fois par mois;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;No;Yes;;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
1200;Odontology;Female;21;3;Good;Appartement seul;Yes;16;18;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 time per month or less;3;1 time per month or less;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Brittany
1201;Arts and communication;Female;23;4;Bad;Colocation;No;14;16;Yes;Biere;2 a 3 fois par semaine;4;1 fois par month or moins;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;Master;once a month or -;2/week or +;France hors Bretagne
1202;Social Sciences;Male;21;3;Good;Domicile parental;Yes;17;;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1203;Human sciences;Female;29;3;Good;Chambre chez l_habitant;Yes;20;;Yes;Vin;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Etranger
1204;Pharmacy;Male;23;3;Good;Colocation;Yes;16;16;Yes;Vin;2 a 4 fois par mois;15;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;France hors Bretagne
1205;Pharmacy;Male;20;2;Good;Appartement seul;Yes;12;15;Yes;Beer;2 to 3 times per week;10;2 to 4 times per month;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;Licence;15 days or +;2/week or +;Brittany
1206;Arts and communication;Male;20;2;Good;Appartement seul;No;15;17;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;Yes;Yes;Yes;;No;No;No;Yes;No;Licence;15 days or +;2/week or +;France hors Bretagne
1207;Pharmacy;Male;25;4;Average;Appartement en couple;Yes;17;19;Yes;Biere;2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
1208;Arts and communication;Female;20;3;Good;Colocation;No;15;19;Yes;Vin;1 fois par month or moins;;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1209;Human sciences;Female;22;4;Average;Appartement seul;Yes;17;18;Yes;Vin;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;Bretagne
1210;Foreign languages;Male;19;1;Good;Domicile parental;No;15;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1211;Arts and communication;Female;18;1;Good;Colocation;Yes;16;;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;0;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
1212;Pharmacy;Female;23;5;Good;Colocation;Yes;15;15;Yes;Vin;2 a 3 fois par semaine;12;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Master;15 days or +;2/week or +;Bretagne
1213;Human sciences;Female;27;2;Bad;Appartement seul;No;16;16;Yes;Vin;2 a 4 fois par mois;0;2 a 4 fois par mois;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
1214;Human sciences;Female;22;1;Average;Cite Universitaire;No;18;18;Yes;Wine;1 time per month or less;0;Never;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;Yes;Licence;once a month or -;4/month or -;Brittany
1215;Foreign languages;Female;18;1;Good;Colocation;No;14;17;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;0;2 a 4 fois par mois;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;France hors Bretagne
1216;Arts and communication;Female;20;3;Good;Colocation;No;16;16;Yes;Biere;Au moins 4 fois par semaine;6;1 fois par month or moins;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;Licence;once a month or -;2/week or +;France hors Bretagne
1217;Human sciences;;22;3;Good;Colocation;No;16;16;Yes;Vin;1 fois par month or moins;3;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1218;Social Sciences;Male;21;3;Good;Cite Universitaire;Yes;8;16;Yes;Vin;2 a 3 fois par semaine;3;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
1219;Foreign languages;Male;19;1;Average;Colocation;Yes;15;17;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;ne se proNoce pas;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1220;Arts and communication;Female;22;4;Average;Appartement en couple;No;13;13;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;0;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;Master;once a month or -;4/month or -;Bretagne
1221;Medical school;Male;22;4;Good;Colocation;Yes;13;15;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Master;once a month or -;4/month or -;Bretagne
1222;Pharmacy;Male;20;2;Good;Appartement seul;No;12;16;Yes;Biere;2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
1223;Odontology;Female;22;5;Good;Colocation;Yes;14;16;Yes;Vin;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
1224;Foreign languages;Female;19;1;Good;Domicile parental;No;17;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 time per month or less;3;Never;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Brittany
1225;Arts and communication;Female;21;4;Good;Appartement seul;No;14;15;Yes;Biere;2 a 4 fois par mois;5;1 fois par month or moins;No;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
1226;Arts and communication;Female;20;3;Good;Cite Universitaire;Yes;16;;Yes;Vin;2 a 4 fois par mois;3;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;France hors Bretagne
1227;Arts and communication;Male;18;1;Good;Colocation;No;10;14;Yes;Biere;Au moins 4 fois par semaine;20;2 a 3 fois par semaine;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;;Yes;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;France hors Bretagne
1228;Social Sciences;Male;22;4;Good;Colocation;No;13;14;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;10;2 a 4 fois par mois;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Master;15 days or +;2/week or +;Bretagne
1229;Social Sciences;Male;24;2;Good;Appartement seul;Yes;15;15;Yes;Biere;Au moins 4 fois par semaine;30;2 a 3 fois par semaine;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;No;No;No;Yes;No;No;Yes;No;No;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
1230;Pharmacy;Female;22;4;Good;Appartement seul;No;13;16;Yes;Biere;2 a 4 fois par mois;3;1 fois par month or moins;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;Etranger
1231;Medical school;Female;20;3;Good;Colocation;Yes;12;13;Yes;Vin;2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;Licence;15 days or +;2/week or +;Bretagne
1232;Foreign languages;Male;20;1;Good;Domicile parental;Yes;16;;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;ne se proNoce pas;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1233;Arts and communication;Male;22;3;Good;Colocation;Yes;15;17;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;Yes;;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1234;Arts and communication;Female;20;2;Good;Appartement seul;No;14;17;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
1235;Autre;Male;27;4;Good;Cite Universitaire;No;13;;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;ne se proNoce pas;No;Master;once a month or -;4/month or -;France hors Bretagne
1236;Human sciences;Female;21;3;Average;Colocation;No;15;16;Yes;Biere;2 a 4 fois par mois;8;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;Yes;Licence;15 days or +;4/month or -;France hors Bretagne
1237;Arts and communication;Female;21;3;Good;Colocation;Yes;14;15;Yes;Vin;2 a 3 fois par semaine;4;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;2/week or +;Bretagne
1238;Arts and communication;Female;22;4;Average;Colocation;Yes;18;18;Yes;Biere;1 fois par month or moins;2;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;;No;No;Master;once a month or -;4/month or -;France hors Bretagne
1239;Social Sciences;Female;21;3;Good;Appartement seul;No;16;16;Yes;Biere;2 a 4 fois par mois;5;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
1240;Arts and communication;Female;19;2;Good;Appartement seul;Yes;15;15;Yes;Vin;2 a 3 fois par semaine;5;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;ne se proNoce pas;No;No;Yes;Licence;15 days or +;2/week or +;Bretagne
1241;Arts and communication;Male;22;4;Average;Appartement seul;Yes;14;14;Yes;Beer;2 to 3 times per week;3;2 to 4 times per month;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;No;Master;15 days or +;2/week or +;France not Brittany
1242;Medical school;Male;19;2;Good;Colocation;Yes;15;17;Yes;Vin;2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;Yes;No;No;No;Yes;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
1243;Human sciences;Female;23;4;Average;Appartement en couple;No;15;15;Yes;Vin;2 a 4 fois par mois;4;2 a 4 fois par mois;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Master;15 days or +;4/month or -;Bretagne
1244;Medical school;Female;19;1;Good;Domicile parental;Yes;14;16;Yes;Vin;1 fois par month or moins;0;1 fois par month or moins;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1245;Arts and communication;Male;18;1;Good;Chambre chez l_habitant;No;15;16;Yes;Beer;2 to 4 times per month;0;2 to 4 times per month;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;;No;No;No;No;Licence;15 days or +;4/month or -;Brittany
1246;Arts and communication;Male;22;4;Average;Colocation;No;15;16;Yes;Biere;2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Yes;No;Master;15 days or +;4/month or -;France hors Bretagne
1247;Human sciences;Male;20;3;Average;Domicile parental;No;15;15;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1248;Arts and communication;Male;25;2;Average;Appartement seul;Yes;13;20;Yes;Biere;Au moins 4 fois par semaine;4;1 fois par month or moins;No;No;Yes;No;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Licence;once a month or -;2/week or +;France hors Bretagne
1249;Odontology;Female;21;2;Good;Appartement seul;Yes;16;;Yes;Champagne;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1250;Human sciences;Female;22;4;Good;Appartement seul;Yes;16;16;Yes;Biere;2 a 3 fois par semaine;8;2 a 4 fois par mois;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Master;15 days or +;2/week or +;Bretagne
1251;Arts and communication;Female;19;;Good;Colocation;No;14;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;1;1 fois par month or moins;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;;once a month or -;4/month or -;France hors Bretagne
1252;Pharmacy;Male;26;3;Good;Cite Universitaire;Yes;18;26;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;No;No;Yes;Licence;once a month or -;4/month or -;Etranger
1253;Foreign languages;Male;19;2;Good;Colocation;Yes;15;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;6;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
1254;Foreign languages;Female;18;1;Good;Colocation;No;10;16;Yes;Biere;2 a 4 fois par mois;0;1 fois par month or moins;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1255;Medical school;Male;20;2;Good;Domicile parental;Yes;18;18;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;20;2 a 3 fois par semaine;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;Yes;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
1256;Foreign languages;Female;18;1;Average;Domicile parental;Yes;10;16;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
1257;Arts and communication;Female;22;4;Average;Colocation;Yes;9;14;Yes;Vin;2 a 4 fois par mois;3;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;;Yes;No;No;No;;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
1258;Pharmacy;Male;22;3;Good;Appartement seul;Yes;15;15;Yes;Biere;2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;Yes;Yes;No;No;No;No;Yes;No;Licence;15 days or +;4/month or -;Bretagne
1259;Human sciences;Female;22;4;Good;Colocation;No;15;16;Yes;Vin;2 a 4 fois par mois;3;2 a 4 fois par mois;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
1260;Foreign languages;Female;18;1;Average;Colocation;Yes;12;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;Yes;No;No;Yes;No;No;No;No;Licence;15 days or +;2/week or +;France hors Bretagne
1261;Pharmacy;Male;21;3;Average;Colocation;Yes;15;17;Yes;Biere;2 a 4 fois par mois;5;1 fois par month or moins;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Licence;once a month or -;4/month or -;Bretagne
1262;Arts and communication;Female;26;4;Average;Appartement en couple;No;16;;Yes;Biere;2 a 4 fois par mois;3;1 fois par month or moins;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;France hors Bretagne
1263;Foreign languages;Female;21;2;Good;Colocation;Yes;13;13;Yes;Biere;2 a 3 fois par semaine;15;2 a 4 fois par mois;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Etranger
1264;Social Sciences;Male;20;1;Good;Appartement seul;Yes;15;15;Yes;Alcool fort (vodka, pastis, whisky, liqueur);Au moins 4 fois par semaine;7;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
1265;Social Sciences;Male;21;4;Good;Appartement seul;No;15;18;Yes;Biere;2 a 3 fois par semaine;3;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;ne se proNoce pas;Master;15 days or +;2/week or +;France hors Bretagne
1266;Foreign languages;Male;18;2;Average;Colocation;Yes;16;18;Yes;Biere;2 a 4 fois par mois;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
1267;Medical school;Female;20;2;Average;Appartement seul;No;13;14;Yes;Vin;2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;France hors Bretagne
1268;Arts and communication;Female;23;3;Average;Colocation;Yes;17;18;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;No;No;No;No;;No;No;No;Yes;No;No;No;Licence;once a month or -;4/month or -;Etranger
